local_order_id,request_sequence,side,action,order_price,price_tick,signal_lag_id,ack_lag_id,accepted_lag_id,cancelled_lag_id,canonical_category,canonical_cancelled_marketable,canonical_after_ack_market_records,feed,signal_id,signal_found,signal_local_ns,signal_contra_price,signal_marketable,signal_margin_ticks,ack_id,ack_found,ack_local_ns,ack_contra_price,ack_marketable,ack_margin_ticks,accepted_id,accepted_found,accepted_local_ns,accepted_contra_price,accepted_marketable,accepted_margin_ticks,cancelled_id,cancelled_found,cancelled_local_ns,cancelled_contra_price,cancelled_marketable,cancelled_margin_ticks,signal_to_ack_valid,signal_to_ack_records,signal_to_ack_marketable_records,signal_to_ack_first_marketable_id,signal_to_ack_last_marketable_id,signal_to_ack_best_margin_ticks,after_ack_to_cancelled_valid,after_ack_to_cancelled_records,after_ack_to_cancelled_marketable_records,after_ack_to_cancelled_first_marketable_id,after_ack_to_cancelled_last_marketable_id,after_ack_to_cancelled_best_margin_ticks,accepted_to_cancelled_valid,accepted_to_cancelled_records,accepted_to_cancelled_marketable_records,accepted_to_cancelled_first_marketable_id,accepted_to_cancelled_last_marketable_id,accepted_to_cancelled_best_margin_ticks,after_accepted_to_cancelled_valid,after_accepted_to_cancelled_records,after_accepted_to_cancelled_marketable_records,after_accepted_to_cancelled_first_marketable_id,after_accepted_to_cancelled_last_marketable_id,after_accepted_to_cancelled_best_margin_ticks
288230376151712062,319,kSell,kOpenShort,0.35518,1e-05,2252260107,2252260107,2252260168,2252260250,marketable_at_ack_stage_only,false,0,source0,2252260107,true,1781875113835636732,0.35522,true,4,2252260107,true,1781875113835636732,0.35522,true,4,2252260168,true,1781875113836670462,0.35415,false,-103,2252260250,true,1781875113837639332,0.35375,false,-143,true,1,1,2252260107,2252260107,4,true,2,0,,,-103,true,2,0,,,-103,true,1,0,,,-143
288230376151712062,319,kSell,kOpenShort,0.35518,1e-05,2252260107,2252260107,2252260168,2252260250,marketable_at_ack_stage_only,false,0,source1,2252260107,true,1781875113835658587,0.35522,true,4,2252260107,true,1781875113835658587,0.35522,true,4,2252260168,true,1781875113836722652,0.35415,false,-103,2252260250,true,1781875113837678187,0.35375,false,-143,true,1,1,2252260107,2252260107,4,true,2,0,,,-103,true,2,0,,,-103,true,1,0,,,-143
288230376151712062,319,kSell,kOpenShort,0.35518,1e-05,2252260107,2252260107,2252260168,2252260250,marketable_at_ack_stage_only,false,0,source2,2252260107,true,1781875113835791339,0.35522,true,4,2252260107,true,1781875113835791339,0.35522,true,4,2252260168,true,1781875113836699084,0.35415,false,-103,2252260250,true,1781875113837680854,0.35375,false,-143,true,1,1,2252260107,2252260107,4,true,2,0,,,-103,true,2,0,,,-103,true,1,0,,,-143
288230376151712062,319,kSell,kOpenShort,0.35518,1e-05,2252260107,2252260107,2252260168,2252260250,marketable_at_ack_stage_only,false,0,source3,2252260107,true,1781875113835668804,0.35522,true,4,2252260107,true,1781875113835668804,0.35522,true,4,2252260168,true,1781875113836757275,0.35415,false,-103,2252260250,true,1781875113837679207,0.35375,false,-143,true,1,1,2252260107,2252260107,4,true,2,0,,,-103,true,2,0,,,-103,true,1,0,,,-143
288230376151712066,323,kSell,kOpenShort,0.35595,1e-05,2252328857,2252328977,2252329211,2252329211,marketable_signal_to_ack_only,false,0,canonical,2252328857,true,1781875263956559087,0.35599,true,4,2252328977,true,1781875263957670009,0.35491,false,-104,2252329211,true,1781875263965915876,0.35543,false,-52,2252329211,true,1781875263965915876,0.35543,false,-52,true,2,1,2252328857,2252328857,4,true,8,0,,,-52,true,1,0,,,-52,true,0,0,,,
288230376151712066,323,kSell,kOpenShort,0.35595,1e-05,2252328857,2252328977,2252329211,2252329211,marketable_signal_to_ack_only,false,0,source0,2252328857,true,1781875263956558613,0.35599,true,4,2252328977,true,1781875263957671591,0.35491,false,-104,2252329211,true,1781875263965947231,0.35543,false,-52,2252329211,true,1781875263965947231,0.35543,false,-52,true,2,1,2252328857,2252328857,4,true,8,0,,,-52,true,1,0,,,-52,true,0,0,,,
288230376151712066,323,kSell,kOpenShort,0.35595,1e-05,2252328857,2252328977,2252329211,2252329211,marketable_signal_to_ack_only,false,0,source1,2252328857,true,1781875263956619954,0.35599,true,4,2252328977,true,1781875263957720067,0.35491,false,-104,2252329211,true,1781875263965988792,0.35543,false,-52,2252329211,true,1781875263965988792,0.35543,false,-52,true,2,1,2252328857,2252328857,4,true,8,0,,,-52,true,1,0,,,-52,true,0,0,,,
288230376151712066,323,kSell,kOpenShort,0.35595,1e-05,2252328857,2252328977,2252329211,2252329211,marketable_signal_to_ack_only,false,0,source2,2252328857,true,1781875263956612429,0.35599,true,4,2252328977,true,1781875263957669542,0.35491,false,-104,2252329211,true,1781875263965976216,0.35543,false,-52,2252329211,true,1781875263965976216,0.35543,false,-52,true,2,1,2252328857,2252328857,4,true,8,0,,,-52,true,1,0,,,-52,true,0,0,,,
288230376151712066,323,kSell,kOpenShort,0.35595,1e-05,2252328857,2252328977,2252329211,2252329211,marketable_signal_to_ack_only,false,0,source3,2252328857,true,1781875263956643881,0.35599,true,4,2252328977,true,1781875263957730514,0.35491,false,-104,2252329211,true,1781875263965915416,0.35543,false,-52,2252329211,true,1781875263965915416,0.35543,false,-52,true,2,1,2252328857,2252328857,4,true,8,0,,,-52,true,1,0,,,-52,true,0,0,,,
288230376151712086,343,kBuy,kOpenLong,0.34494,1e-05,2252531107,2252531107,2252531166,2252531248,marketable_at_ack_stage_only,false,0,canonical,2252531107,true,1781875787575198920,0.3449,true,4,2252531107,true,1781875787575198920,0.3449,true,4,2252531166,true,1781875787576217888,0.34524,false,-30,2252531248,true,1781875787578289720,0.34529,false,-35,true,1,1,2252531107,2252531107,4,true,3,0,,,-30,true,3,0,,,-30,true,2,0,,,-35
288230376151712086,343,kBuy,kOpenLong,0.34494,1e-05,2252531107,2252531107,2252531166,2252531248,marketable_at_ack_stage_only,false,0,source0,2252531107,true,1781875787575220947,0.3449,true,4,2252531107,true,1781875787575220947,0.3449,true,4,2252531166,true,1781875787576289208,0.34524,false,-30,2252531248,true,1781875787578322000,0.34529,false,-35,true,1,1,2252531107,2252531107,4,true,3,0,,,-30,true,3,0,,,-30,true,2,0,,,-35
288230376151712086,343,kBuy,kOpenLong,0.34494,1e-05,2252531107,2252531107,2252531166,2252531248,marketable_at_ack_stage_only,false,0,source1,2252531107,true,1781875787575271732,0.3449,true,4,2252531107,true,1781875787575271732,0.3449,true,4,2252531166,true,1781875787576274082,0.34524,false,-30,2252531248,true,1781875787578306560,0.34529,false,-35,true,1,1,2252531107,2252531107,4,true,3,0,,,-30,true,3,0,,,-30,true,2,0,,,-35
288230376151712086,343,kBuy,kOpenLong,0.34494,1e-05,2252531107,2252531107,2252531166,2252531248,marketable_at_ack_stage_only,false,0,source2,2252531107,true,1781875787575198478,0.3449,true,4,2252531107,true,1781875787575198478,0.3449,true,4,2252531166,true,1781875787576309894,0.34524,false,-30,2252531248,true,1781875787578305881,0.34529,false,-35,true,1,1,2252531107,2252531107,4,true,3,0,,,-30,true,3,0,,,-30,true,2,0,,,-35
