exchange,symbol,exchange_symbol,tick_size,vol_30m_bps,vol_60m_bps,quote_volume_30m,quote_volume_60m,volume_30m,volume_60m,valid_30m,valid_60m,close_count,latest_closed_open_time_ms,reference_price
gate,COLLECT_USDT,COLLECT_USDT,0.00001,35.015627,67.631679,583.350000,1965.747000,98.000000,329.000000,true,true,120,1780455240000,0.059500
gate,COMP_USDT,COMP_USDT,0.01,80.885446,86.454645,3922.116400,3968.812600,22322.000000,22587.000000,true,true,120,1780455240000,17.540000
gate,COOKIE_USDT,COOKIE_USDT,0.00001,74.440350,97.260783,395.475600,949.557600,3358.000000,8041.000000,true,true,120,1780455240000,0.011830
gate,COS_USDT,COS_USDT,0.0000001,62.559805,95.205738,128.040800,290.237500,112.000000,254.000000,true,true,120,1780455240000,0.001145
gate,COTI_USDT,COTI_USDT,0.00001,39.341163,89.545168,47.666080,71.012310,4094.000000,6090.000000,true,true,120,1780455240000,0.011640
gate,COW_USDT,COW_USDT,0.0001,32.927261,33.577650,7.580000,56.252000,5.000000,37.000000,true,true,120,1780455240000,0.151600
gate,CROSS_USDT,CROSS_USDT,0.00001,0.000000,33.725122,0.000000,126.059300,0.000000,122.000000,true,true,120,1780455240000,0.103330
gate,CRV_USDT,CRV_USDT,0.0001,45.156595,81.646462,221.689720,2609.542110,10991.000000,129195.000000,true,true,120,1780455240000,0.202000
gate,CTK_USDT,CTK_USDT,0.0001,24.700142,42.687573,69.824000,110.016700,479.000000,753.000000,true,true,120,1780455240000,0.145700
gate,CTR_USDT,CTR_USDT,0.00001,128.138643,224.067027,3230.443000,19754.958000,1809.000000,10969.000000,true,true,120,1780455240000,0.017880
gate,CTSI_USDT,CTSI_USDT,0.00001,34.229014,63.853525,26.398620,72.005320,1005.000000,2739.000000,true,true,120,1780455240000,0.026280
gate,CVC_USDT,CVC_USDT,0.00001,18.864371,20.315964,79.175200,378.964200,299.000000,1429.000000,true,true,120,1780455240000,0.026480
gate,CVX_USDT,CVX_USDT,0.001,35.868790,80.155328,306.686900,638.828500,2157.000000,4487.000000,true,true,120,1780455240000,1.419000
gate,CYBER_USDT,CYBER_USDT,0.0001,42.170395,72.877722,277.245880,358.175540,6444.000000,8317.000000,true,true,120,1780455240000,0.431700
gate,CYS_USDT,CYS_USDT,0.0001,117.875926,169.452314,12415.608000,28505.314000,2621.000000,6027.000000,true,true,120,1780455240000,0.468300
gate,C_USDT,C_USDT,0.00001,159.438279,214.060182,316.238900,699.564000,352.000000,777.000000,true,true,120,1780455240000,0.089760
gate,DASH_USDT,DASH_USDT,0.01,76.916022,121.126300,11921.011100,44448.771800,30552.000000,113401.000000,true,true,120,1780455240000,39.120000
gate,DEEP_USDT,DEEP_USDT,0.00001,87.831020,157.880906,16931.660000,33066.617000,7494.000000,14541.000000,true,true,120,1780455240000,0.022640
gate,DEXE_USDT,DEXE_USDT,0.001,187.636163,446.594818,79184.018700,299105.032900,35272.000000,133289.000000,true,true,120,1780455240000,22.201000
gate,DIA_USDT,DIA_USDT,0.0001,45.105554,49.574692,114.198700,122.948300,743.000000,800.000000,true,true,120,1780455240000,0.153500
gate,DOGE_USDT,DOGE_USDT,0.00001,36.920493,58.918994,1174065.425200,2442066.271300,1266870.000000,2631377.000000,true,true,120,1780455240000,0.092630
gate,DOGS_USDT,DOGS_USDT,0.00000001,84.254008,117.332766,1405.330211,3043.743510,3006014.000000,6469167.000000,true,true,120,1780455240000,0.000047
gate,DOLO_USDT,DOLO_USDT,0.00001,0.000000,42.982637,0.000000,157.637000,0.000000,57.000000,true,true,120,1780455240000,0.027590
gate,DOOD_USDT,DOOD_USDT,0.000001,66.411483,69.458190,159.982000,161.946000,82.000000,83.000000,true,true,120,1780455240000,0.001951
gate,DOT_USDT,DOT_USDT,0.001,44.330119,74.454067,26625.623000,43450.710000,24618.000000,40151.000000,true,true,120,1780455240000,1.084000
gate,DRIFT_USDT,DRIFT_USDT,0.00001,53.975600,109.152213,2655.903800,5460.015000,14402.000000,29453.000000,true,true,120,1780455240000,0.018390
gate,DUSK_USDT,DUSK_USDT,0.00001,51.945384,98.938045,945.484200,1967.243600,816.000000,1700.000000,true,true,120,1780455240000,0.115890
gate,DYDX_USDT,DYDX_USDT,0.00001,77.126537,161.167250,7425.388307,27682.893794,427860.000000,1594728.000000,true,true,120,1780455240000,0.173370
gate,DYM_USDT,DYM_USDT,0.00001,62.579340,113.677640,4293.734780,9626.105570,230308.000000,514594.000000,true,true,120,1780455240000,0.018640
gate,D_USDT,D_USDT,0.000001,53.535527,93.575062,430.981870,431.188250,4191.000000,4193.000000,true,true,120,1780455240000,0.010278
gate,EDEN_USDT,EDEN_USDT,0.00001,133.128883,201.405979,15152.604600,26620.885200,33467.000000,59149.000000,true,true,120,1780455240000,0.045390
gate,EDGE_USDT,EDGE_USDT,0.00001,75.845033,153.379982,1562.479500,6948.336200,2058.000000,9110.000000,true,true,120,1780455240000,0.075710
gate,EDU_USDT,EDU_USDT,0.00001,25.174518,59.569660,0.043640,499.239160,1.000000,11361.000000,true,true,120,1780455240000,0.043640
gate,EGLD_USDT,EGLD_USDT,0.001,50.704310,76.411252,8468.616000,21271.425500,25236.000000,63360.000000,true,true,120,1780455240000,3.364000
gate,EIGEN_USDT,EIGEN_USDT,0.0001,75.385165,129.099125,26552.653200,39010.344000,131884.000000,193346.000000,true,true,120,1780455240000,0.200800
gate,ELSA_USDT,ELSA_USDT,0.00001,217.405278,217.518826,10827.907900,11326.702300,19345.000000,20221.000000,true,true,120,1780455240000,0.056060
gate,ENA_USDT,ENA_USDT,0.00001,86.393577,174.786231,151391.295100,405145.452600,165697.000000,443410.000000,true,true,120,1780455240000,0.091480
gate,ENJ_USDT,ENJ_USDT,0.00001,0.000000,47.602447,14.918420,1194.552500,418.000000,33455.000000,true,true,120,1780455240000,0.035690
gate,ENSO_USDT,ENSO_USDT,0.0001,100.414395,126.522475,31563.586800,44610.116300,45921.000000,65246.000000,true,true,120,1780455240000,0.689900
gate,ENS_USDT,ENS_USDT,0.001,0.000000,34.916584,0.000000,68.131100,0.000000,125.000000,true,true,120,1780455240000,5.438000
gate,EPIC_USDT,EPIC_USDT,0.0001,198.744095,288.962226,90031.933400,138870.950500,229889.000000,356412.000000,true,true,120,1780455240000,0.395100
gate,ERA_USDT,ERA_USDT,0.0001,18.115947,33.819735,201.849000,756.374000,183.000000,684.000000,true,true,120,1780455240000,0.110300
gate,ESPORTS_USDT,ESPORTS_USDT,0.00001,160.420947,212.340284,39112.041400,68052.596800,7278.000000,12664.000000,true,true,120,1780455240000,0.053990
gate,ESP_USDT,ESP_USDT,0.00001,29.848074,82.177527,237.121300,3100.589600,407.000000,5312.000000,true,true,120,1780455240000,0.058300
gate,ETC_USDT,ETC_USDT,0.001,48.926459,90.487149,21231.511100,197114.133200,27401.000000,255545.000000,true,true,120,1780455240000,7.758000
gate,ETHFI_USDT,ETHFI_USDT,0.0001,55.998209,119.980463,6213.312080,20103.716730,188746.000000,609494.000000,true,true,120,1780455240000,0.329300
gate,ETHW_USDT,ETHW_USDT,0.0001,48.849329,100.144467,40.105060,65.111620,1485.000000,2410.000000,true,true,120,1780455240000,0.270100
gate,ETH_USDT,ETH_USDT,0.01,31.896051,61.527415,72272808.720900,154177992.044680,3897821.000000,8302207.000000,true,true,120,1780455240000,1853.560000
gate,EUL_USDT,EUL_USDT,0.0001,137.944369,211.345831,8575.483300,19360.226400,7730.000000,17427.000000,true,true,120,1780455240000,1.108100
gate,EVAA_USDT,EVAA_USDT,0.0001,79.088063,113.005234,1261.325300,3297.503200,3233.000000,8463.000000,true,true,120,1780455240000,0.390200
gate,FARTCOIN_USDT,FARTCOIN_USDT,0.00001,61.315494,137.462832,87799.652900,252059.481910,636270.000000,1822446.000000,true,true,120,1780455240000,0.138200
gate,FET_USDT,FET_USDT,0.0001,106.241947,156.468983,59503.023000,120692.819700,239166.000000,483149.000000,true,true,120,1780455240000,0.250400
gate,FF_USDT,FF_USDT,0.00001,117.510484,167.654330,13852.285300,23727.418100,14231.000000,24245.000000,true,true,120,1780455240000,0.097200
gate,FHE_USDT,FHE_USDT,0.00001,105.602238,148.799348,5018.263000,15970.390000,2120.000000,6740.000000,true,true,120,1780455240000,0.023640
gate,FIDA_USDT,FIDA_USDT,0.00001,71.061949,113.080203,3764.499010,5687.966670,168355.000000,253883.000000,true,true,120,1780455240000,0.022320
gate,FIGHT_USDT,FIGHT_USDT,0.000001,68.638530,83.151598,453.836900,1717.525500,1131.000000,4271.000000,true,true,120,1780455240000,0.004012
gate,FIL_USDT,FIL_USDT,0.0001,45.403643,80.928062,42822.781382,100535.773757,4898370.000000,11496721.000000,true,true,120,1780455240000,0.876300
gate,FLOCK_USDT,FLOCK_USDT,0.00001,57.702757,85.537974,875.199550,2034.526420,17326.000000,40091.000000,true,true,120,1780455240000,0.050610
gate,FLOW_USDT,FLOW_USDT,0.00001,30.484826,55.013305,1976.785009,2091.253654,677889.000000,717071.000000,true,true,120,1780455240000,0.029130
gate,FLUID_USDT,FLUID_USDT,0.001,80.264649,83.583455,17.916000,24.356000,14.000000,19.000000,true,true,120,1780455240000,1.278000
gate,FLUX_USDT,FLUX_USDT,0.00001,29.356547,117.411542,61.371320,1514.899820,1001.000000,24418.000000,true,true,120,1780455240000,0.061310
gate,FOGO_USDT,FOGO_USDT,0.00001,121.871772,151.334393,1071.410000,4341.506000,788.000000,3207.000000,true,true,120,1780455240000,0.013600
gate,FOLKS_USDT,FOLKS_USDT,0.001,63.600134,82.459430,1826.275000,3043.114000,1334.000000,2221.000000,true,true,120,1780455240000,1.366000
gate,FORM_USDT,FORM_USDT,0.0001,64.815172,73.732629,1576.509400,4661.501400,6280.000000,18526.000000,true,true,120,1780455240000,0.250900
gate,FRAX_USDT,FRAX_USDT,0.0001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,true,true,120,1780455240000,0.380600
gate,F_USDT,F_USDT,0.000001,37.314304,44.095026,2618.770600,3131.084170,56417.000000,67426.000000,true,true,120,1780455240000,0.004646
